borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00579,46,Other,UP,Gig Worker,2,445.2538566979649,0.21024336029392657,27.0,56.0,5,28,-3,0.16,0,,1,0.158,31795,23232.378122937833,19343.60448892651,0.653,0.6624765794732381,19846,Declining,1.416,1,25727.0,2.0,1,0,,,1,0,1,Aadhaar,0.788,66.1,52.6,51.8,70.2,586,High Risk,1,190770,0
BRW-00580,33,F,Delhi,Informal Salaried,3,194.85704165768718,0.37066949961647205,15.0,23.0,4,39,9,0.356,1,-6.0,8,0.053,34689,26988.25219533378,30046.270362328032,0.88,0.8913331485117929,2558,Stable,1.349,0,,,0,0,,,1,1,1,Driving Licence,0.812,62.5,52.1,57.1,41.8,489,Very High Risk,0,0,1
BRW-00581,26,Other,Tamil Nadu,Gig Worker,4,532.9631628556367,0.231477625981382,18.0,34.0,2,46,-2,0.246,1,4.0,9,0.062,29910,19233.80538166727,11346.705712520605,0.693,0.5014220747034337,39875,Stable,1.287,1,21641.0,1.0,1,1,23.0,1.0,1,1,1,Aadhaar,0.913,77.3,88.3,56.2,92.4,776,Low Risk,1,717840,0
BRW-00582,55,M,Tamil Nadu,Unbanked Rural,2,201.12704356139164,0.40907291401673385,9.0,7.0,0,6,12,0.444,0,,0,0.366,7446,2133.920702221994,1894.8336132030845,0.946,0.44250488109004005,1805,Declining,2.875,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.989,42.4,9.8,17.8,22.8,300,Very High Risk,0,0,1
BRW-00583,36,F,Rajasthan,Gig Worker,2,321.8859004574233,0.19055558818513565,22.0,57.0,5,20,10,0.16,1,-3.0,1,0.224,18346,18671.223498850068,9046.356955478963,0.611,0.2999748982791232,40988,Stable,1.172,0,,,0,0,,,0,0,1,Voter ID,0.825,58.7,34.9,55.9,21.9,366,Very High Risk,0,0,1
BRW-00584,57,M,Rajasthan,Informal Salaried,4,151.29660306834876,0.399156218434365,22.0,22.0,5,52,0,0.163,0,,2,0.104,22411,15355.922701879803,15067.3513952614,0.824,0.8180735739651485,6469,Growing,1.444,0,,,0,1,21.0,1.0,1,1,0,Voter ID,0.34381568027802856,75.4,55.0,48.7,56.9,546,High Risk,0,0,0
BRW-00585,36,M,UP,Gig Worker,3,288.2837146291649,0.433783627276964,29.0,38.0,1,8,-7,0.251,1,7.0,7,0.228,19142,10477.41386596357,5055.102364251965,0.642,0.5663471179282639,38304,Growing,1.542,0,,,0,0,,,1,1,0,Voter ID,0.2315793112781895,66.9,83.3,38.1,22.4,468,Very High Risk,0,0,0
BRW-00586,44,F,Tamil Nadu,Informal Salaried,3,315.62952463097304,0.2774043288745807,23.0,19.0,7,24,-3,0.246,0,,10,0.139,26070,14165.32481809041,12431.222053544443,0.822,0.27047581622185307,4582,Declining,1.704,0,,,0,1,29.0,1.0,1,1,1,Voter ID,0.989,62.3,73.1,33.9,57.1,511,Very High Risk,0,0,0
BRW-00587,27,M,UP,Formal Salaried,5,199.37994597169282,0.06079839837017382,26.0,40.0,0,45,0,0.049,1,-6.0,8,0.04,102623,85410.78696006356,56715.77648140652,0.585,0.47842366968635747,84,Declining,0.959,1,76304.0,2.0,1,1,7.0,1.0,1,1,1,Aadhaar,0.784,92.5,89.3,93.8,93.1,819,Low Risk,1,2462952,0
BRW-00588,42,F,Delhi,Formal Salaried,4,382.10213352743057,0.1562200108488557,28.0,53.0,0,20,-1,0.045,1,-1.0,17,0.021,119288,106658.3431822119,90175.36123900115,0.659,0.5045971457644651,260,Growing,1.103,1,84849.0,1.0,1,1,25.0,0.0,1,1,1,PAN+Aadhaar,0.993,79.9,99.2,91.5,92.8,835,Low Risk,1,2862912,0
BRW-00589,44,F,UP,Formal Salaried,3,282.3557485408367,0.08238818527043515,28.0,24.0,0,21,-2,0.042,1,0.0,8,0.006,111171,133774.0544008383,44034.285811433416,0.578,1.0409691867187478,1948,Stable,0.969,1,80753.0,4.0,0,1,9.0,1.0,1,1,1,Voter ID,0.86,77.1,89.5,97.4,84.9,793,Low Risk,1,2668104,0
BRW-00590,37,M,Gujarat,Formal Salaried,5,449.13454674963515,0.0827514184364211,20.0,52.0,0,48,-3,0.121,1,-1.0,20,0.022,88916,82421.33101395753,51069.01580029315,0.605,1.0249064692591523,1203,Stable,1.073,1,64586.0,2.0,1,0,,,0,0,1,Aadhaar,0.988,89.0,97.9,94.5,59.9,747,Low Risk,1,2133984,0
BRW-00591,36,M,UP,Formal Salaried,3,482.17033901468903,0.06761958240627026,20.0,28.0,1,62,0,0.05,1,-10.0,22,0.023,117754,160790.82714940698,70284.30720493516,0.699,0.6881412301905485,1701,Stable,1.079,1,86739.0,3.0,1,1,32.0,1.0,1,1,1,Aadhaar,0.865,78.1,99.1,92.7,94.9,817,Low Risk,1,2826096,0
BRW-00592,46,F,Gujarat,Gig Worker,4,285.66787959991797,0.5245626705948047,20.0,68.0,3,16,-3,0.196,0,,2,0.16,46873,41180.647278900215,42925.82191606455,0.873,0.7467995122617841,16549,Declining,1.234,0,,,0,0,,,1,1,1,Voter ID,0.883,62.7,54.4,73.4,42.2,491,Very High Risk,0,0,1
BRW-00593,57,M,Delhi,Formal Salaried,4,391.9972520860023,0.23903267506192574,25.0,55.0,0,54,-1,0.079,1,5.0,12,0.005,78575,70022.8141112698,49635.50554574353,0.662,0.8161343605408004,1948,Stable,1.174,1,66529.0,1.0,1,1,22.0,1.0,1,1,1,Voter ID,0.951,86.6,98.6,88.4,92.6,842,Low Risk,1,1885800,0
BRW-00594,32,F,Tamil Nadu,Informal Salaried,4,167.34282711726757,0.3800955889215268,11.0,23.0,6,6,0,0.274,1,7.0,4,0.199,20197,10766.075433002772,10125.256040794608,0.872,0.3910024367415039,1942,Declining,1.535,0,,,0,0,,,0,0,0,Aadhaar,0.386,48.4,75.6,37.0,2.2,325,Very High Risk,0,0,1
BRW-00595,36,F,Delhi,Unbanked Rural,1,73.30786347414654,0.5834664860441837,,,1,10,3,0.551,1,2.0,2,0.173,17271,6675.576107526581,7671.448272627096,0.935,0.53612367503634,921,Declining,2.464,0,,,0,1,24.0,1.0,0,0,1,Driving Licence,0.905,25.6,55.2,20.6,36.6,318,Very High Risk,0,0,1
BRW-00596,25,M,Maharashtra,Gig Worker,2,268.40932558474975,0.3143729052194946,18.0,24.0,2,22,-1,0.271,1,0.0,5,0.09,29724,21590.344192882665,17442.21597947499,0.74,0.4910813332010918,25712,Growing,1.162,0,,,0,0,,,1,0,1,Voter ID,0.854,56.7,78.1,64.4,33.5,490,Very High Risk,0,0,1
BRW-00597,42,F,Gujarat,Gig Worker,3,359.4300792993772,0.3688290205256532,22.0,50.0,5,6,0,0.179,1,16.0,8,0.155,46351,19935.717721496756,26081.485986643704,0.618,0.8323768095206135,14573,Stable,1.318,0,,,0,1,15.0,1.0,0,0,1,Driving Licence,0.948,55.2,87.0,68.9,36.8,544,High Risk,0,0,0
BRW-00598,34,Other,Rajasthan,Formal Salaried,3,292.2975612238062,0.19415182440673653,23.0,21.0,0,20,-2,0.022,1,2.0,21,0.027,90693,100010.34445088067,46729.037642421594,0.586,0.706502534966026,2628,Stable,1.084,0,,,0,0,,,1,1,1,Passport,0.987,69.0,99.6,92.0,42.8,636,Medium Risk,1,1088316,0
BRW-00599,43,M,Maharashtra,Formal Salaried,4,418.7163850436851,0.18380535538235335,20.0,33.0,0,43,-1,0.075,1,1.0,21,0.022,61433,49811.22860483686,51787.98511484074,0.771,1.1433670845796435,1577,Stable,1.107,1,50494.0,6.0,1,1,26.0,1.0,1,1,1,PAN+Aadhaar,0.752,80.5,98.7,91.9,98.6,828,Low Risk,1,1474392,0
BRW-00600,40,F,Rajasthan,Formal Salaried,3,280.73897230805926,0.09872766587789551,23.0,45.0,0,70,-13,0.099,0,,20,0.039,104797,86024.87417171775,71975.89951866683,0.653,0.6159818111791578,2600,Stable,1.033,1,91602.0,3.0,1,1,9.0,1.0,1,1,1,Voter ID,0.897,81.9,80.6,91.5,95.1,803,Low Risk,1,2515128,0
BRW-00601,55,M,Gujarat,Formal Salaried,5,569.088592446804,0.059176301605253834,22.0,53.0,0,48,-4,0.093,1,-3.0,12,0.026,109015,100010.63911779199,111552.97575008926,0.704,0.8962169032458955,787,Stable,1.136,1,76594.0,3.0,1,1,30.0,0.0,1,1,1,PAN+Aadhaar,0.966,91.1,98.4,95.2,95.5,850,Low Risk,1,2616360,0
BRW-00602,35,F,Maharashtra,Informal Salaried,2,293.6232483917204,0.4146574189802603,11.0,6.0,3,31,1,0.295,1,4.0,6,0.141,25804,17748.043558332396,13252.302180691608,0.832,0.6141124784976416,1378,Stable,1.603,1,21549.0,1.0,1,0,,,0,0,1,Voter ID,0.913,51.1,76.6,43.7,58.1,513,Very High Risk,0,0,0
BRW-00603,25,F,UP,Formal Salaried,4,648.4136147486502,0.18810527905132157,28.0,37.0,0,40,2,0.04,1,-1.0,16,0.036,75101,63866.7443056622,47367.0350213521,0.645,0.7790675200742269,54,Stable,1.1,1,59408.0,2.0,1,1,33.0,1.0,1,1,0,Voter ID,0.03209476728900055,86.4,92.2,89.7,71.8,771,Low Risk,1,1802424,0
BRW-00604,48,M,Bihar,Formal Salaried,4,266.4777035176223,0.20205743292507292,20.0,59.0,0,47,-5,0.104,1,1.0,15,0.001,90115,87508.442718832,51211.7888709969,0.647,1.0443555808175617,281,Stable,1.029,1,77722.0,1.0,1,0,,,0,0,1,Aadhaar,0.974,81.1,98.2,97.6,58.4,712,Medium Risk,1,1081380,0
BRW-00605,50,M,Delhi,Formal Salaried,5,342.8300712731917,0.2478135261863377,26.0,54.0,0,27,-1,0.044,1,5.0,14,0.029,108363,115150.14793013624,69059.06951791527,0.689,0.6396054875779221,442,Stable,1.081,1,87092.0,2.0,1,1,30.0,1.0,1,1,1,Aadhaar,0.938,83.4,99.2,93.2,93.9,827,Low Risk,1,2600712,0
BRW-00606,49,F,Tamil Nadu,Gig Worker,3,259.1583155184303,0.3822832130955825,21.0,25.0,5,13,10,0.245,0,,1,0.227,27040,18861.74099919164,5974.309385265113,0.639,0.7126419381757833,10917,Declining,1.33,0,,,0,0,,,1,1,1,Aadhaar,0.929,55.1,15.8,58.1,42.5,393,Very High Risk,0,0,0
BRW-00607,56,M,Karnataka,Informal Salaried,2,282.2698476693091,0.27179687947520265,14.0,10.0,5,49,-5,0.202,0,,5,0.053,29477,23292.091660817976,19130.63717469692,0.797,0.4151610418773399,7175,Growing,1.342,0,,,0,0,,,1,1,1,Voter ID,0.991,59.8,61.6,48.6,42.8,481,Very High Risk,0,0,0
BRW-00608,29,F,Maharashtra,Informal Salaried,4,337.6574270564862,0.5017693688592784,19.0,13.0,2,30,8,0.313,1,8.0,2,0.111,26127,14609.123283784244,22514.66630628523,0.812,0.36672546562969355,7291,Stable,1.195,1,22208.0,3.0,1,1,31.0,1.0,0,0,0,Voter ID,0.099,67.7,41.7,52.6,53.4,495,Very High Risk,0,0,1
BRW-00609,37,M,Rajasthan,Gig Worker,3,139.74916011665272,0.2867765124988359,22.0,55.0,4,27,-2,0.091,0,,8,0.235,36182,22560.35510763697,28369.004608177886,0.876,0.5512139789808606,42682,Stable,1.206,0,,,0,0,,,1,1,0,PAN+Aadhaar,0.1635587682881784,64.1,70.9,62.2,42.6,540,High Risk,0,0,1
BRW-00610,57,F,UP,Self-Employed,4,337.6668622109413,0.3471723839272391,15.0,36.0,1,26,-2,0.132,1,5.0,5,0.055,46049,38365.4353491379,15716.957515476057,0.623,0.3251730776995875,14397,Stable,1.346,0,,,0,1,26.0,1.0,1,1,1,PAN+Aadhaar,0.772,65.2,80.5,59.7,55.8,593,High Risk,1,276294,0
BRW-00611,51,F,Gujarat,Formal Salaried,3,632.1441952658971,0.244091008104063,25.0,25.0,0,73,-4,0.112,1,-3.0,7,0.023,42473,31473.617459646972,25351.328099651422,0.711,0.8795613780806613,1475,Stable,1.0,1,33041.0,3.0,1,1,21.0,1.0,1,1,1,Voter ID,0.81,80.2,85.8,92.0,94.6,801,Low Risk,1,1019352,0
BRW-00612,39,F,Maharashtra,Self-Employed,3,253.04543813912076,0.2456603138657187,27.0,14.0,1,31,-3,0.095,1,16.0,16,0.118,102245,114505.13346317872,30813.024318545456,0.548,0.5673746009796702,7950,Stable,0.935,0,,,0,1,22.0,0.0,0,0,1,Aadhaar,0.889,75.4,98.3,88.9,36.5,615,High Risk,1,613470,0
BRW-00613,23,M,Bihar,Gig Worker,4,252.447253513987,0.22608933618975624,26.0,36.0,4,46,18,0.255,1,-4.0,4,0.09,48974,35641.41154378826,27150.293915175887,0.618,0.6229190001840708,12840,Declining,1.334,0,,,0,0,,,1,1,1,Aadhaar,0.927,82.0,40.6,69.3,42.4,515,Very High Risk,0,0,1
BRW-00614,34,F,Maharashtra,Formal Salaried,4,479.8174754703926,0.1910909728571721,21.0,21.0,0,64,0,0.102,1,-5.0,16,0.003,91836,79360.32046565368,52498.37625403985,0.768,1.2520142863166976,411,Stable,1.073,1,80667.0,6.0,1,0,,,1,1,1,PAN+Aadhaar,0.826,82.8,98.2,97.1,84.7,813,Low Risk,1,2204064,0
BRW-00615,25,F,Maharashtra,Unbanked Rural,2,68.04793162687872,0.48728300837962674,7.0,2.0,0,24,27,0.435,1,21.0,0,0.358,14696,4013.0188162530453,4698.864640531402,0.983,0.3065100014198608,1545,Declining,3.055,0,,,0,1,27.0,1.0,1,1,0,Passport,0.16562354132846668,47.4,27.6,11.7,55.8,355,Very High Risk,0,0,1
BRW-00616,47,M,UP,Unbanked Rural,1,152.215994775564,0.6704424803326575,6.0,6.0,0,2,19,0.341,1,49.0,2,0.361,16726,12103.51022508343,8728.118632238677,0.879,0.5856568974182861,1711,Declining,1.633,0,,,0,0,,,1,1,1,Voter ID,0.828,27.7,34.2,33.5,41.9,307,Very High Risk,0,0,1
BRW-00617,46,M,UP,Formal Salaried,5,548.3985751727752,0.2595608671124579,24.0,29.0,0,19,-6,0.083,1,-4.0,15,0.024,64208,77718.12903062596,50657.47023982687,0.676,0.8866749274722016,2354,Stable,1.112,0,,,0,1,15.0,1.0,1,1,1,Aadhaar,0.943,78.2,98.5,96.2,56.8,694,Medium Risk,1,770496,0
BRW-00618,51,M,Bihar,Informal Salaried,3,243.43959015258312,0.2510651419802298,13.0,18.0,4,24,8,0.279,1,3.0,9,0.127,31568,19046.77055552006,13411.920948002838,0.734,0.6522010577587429,6676,Stable,1.757,1,26761.0,4.0,1,1,12.0,0.0,0,0,1,Aadhaar,0.969,54.5,59.5,39.3,77.0,570,High Risk,0,0,0
BRW-00619,32,F,Gujarat,Self-Employed,4,321.4361055146108,0.2517379605910065,18.0,22.0,2,73,5,0.144,1,7.0,13,0.104,94683,82880.76092631397,67615.51359003395,0.748,0.40080919075098304,4148,Declining,1.216,0,,,0,1,18.0,1.0,1,0,1,PAN+Aadhaar,0.978,76.6,79.8,74.0,48.4,577,High Risk,0,0,0
BRW-00620,28,F,Rajasthan,Self-Employed,5,366.78083772037184,0.2083841081093624,20.0,20.0,0,83,-4,0.19,1,1.0,9,0.094,101803,88572.66945910337,59689.933737004314,0.525,0.6831728458543074,6990,Stable,0.993,0,,,0,0,,,1,1,1,Voter ID,0.845,86.5,89.3,89.2,42.0,636,Medium Risk,1,1221636,0
BRW-00621,52,M,Gujarat,Formal Salaried,5,373.30592320341646,0.13397817525225852,23.0,59.0,1,29,0,0.076,1,-2.0,13,0.013,71514,50669.50643320653,62622.39613464389,0.739,0.8210961272171226,1377,Declining,1.074,1,56188.0,5.0,1,0,,,1,1,1,PAN+Aadhaar,0.843,82.5,98.7,92.5,83.4,797,Low Risk,1,1716336,0
BRW-00622,31,F,Gujarat,Informal Salaried,2,182.0872639893573,0.29063064692499363,14.0,13.0,4,31,10,0.161,1,11.0,6,0.053,15136,11785.580362180528,9464.622095328119,0.837,0.9164414614606095,7962,Growing,1.274,0,,,0,1,12.0,1.0,1,1,1,Aadhaar,0.852,53.8,47.2,51.5,56.3,511,Very High Risk,0,0,1
BRW-00623,34,M,Rajasthan,Informal Salaried,3,272.40213849649865,0.4202405724745742,22.0,14.0,2,32,19,0.164,0,,11,0.122,21446,13830.975209334418,18163.262933853945,0.77,0.5818376485478608,7593,Stable,1.249,0,,,0,1,20.0,1.0,1,1,1,Aadhaar,0.844,66.3,41.7,49.0,56.3,504,Very High Risk,0,0,1
BRW-00624,52,M,Delhi,Gig Worker,3,325.5442881634017,0.47978106142796345,23.0,23.0,2,34,0,0.081,1,11.0,6,0.222,39524,18784.70000915059,14763.623890387436,0.841,0.7341977622775391,30143,Stable,1.358,0,,,0,1,22.0,1.0,0,0,1,Passport,0.917,68.6,83.9,61.7,36.7,557,High Risk,0,0,1
BRW-00625,28,F,Rajasthan,Gig Worker,3,359.43116379237085,0.4967648690101806,22.0,68.0,5,20,-4,0.146,1,13.0,8,0.229,28188,25430.69954978598,22486.840758826744,0.876,0.6066101987318653,13105,Stable,1.287,0,,,0,0,,,0,0,1,Aadhaar,0.84,58.9,87.6,57.5,21.9,458,Very High Risk,0,0,1
BRW-00626,57,F,Maharashtra,Informal Salaried,4,206.74902240420948,0.25778340131871214,16.0,18.0,3,51,2,0.325,1,8.0,2,0.193,15819,13148.64833984422,7091.227399375815,0.764,0.4384417859681469,2068,Stable,1.408,0,,,0,1,32.0,1.0,1,1,1,Aadhaar,0.755,73.4,62.7,39.3,55.7,532,High Risk,0,0,0
BRW-00627,41,M,Bihar,Gig Worker,2,299.96053600164123,0.3442278020042626,26.0,37.0,4,6,10,0.255,0,,6,0.226,20560,15014.19414478126,13493.806388887378,0.826,0.6382273861636545,21459,Stable,1.134,0,,,0,0,,,0,0,1,Voter ID,0.86,54.5,27.9,56.8,22.1,345,Very High Risk,0,0,0
BRW-00628,25,M,Maharashtra,Self-Employed,4,247.06108391612662,0.3604222415170788,24.0,20.0,1,71,-9,0.09,1,3.0,8,0.078,131157,128656.46945112923,104195.94375374471,0.763,0.3475231484401279,13098,Stable,1.069,0,,,0,0,,,1,1,1,Driving Licence,0.806,83.2,88.6,77.8,41.7,605,High Risk,1,786942,0
BRW-00629,28,F,Rajasthan,Formal Salaried,5,620.252995084033,0.08767106889144562,26.0,30.0,0,74,-8,0.145,1,0.0,16,0.022,66397,82496.83392079784,56321.430839218054,0.737,1.028516282005052,511,Stable,0.966,1,58066.0,3.0,1,1,15.0,1.0,1,1,1,PAN+Aadhaar,0.757,93.1,97.4,95.5,94.3,838,Low Risk,1,1593528,0
BRW-00630,22,M,Bihar,Informal Salaried,3,216.00203382634336,0.17496341211496624,16.0,5.0,2,8,5,0.251,1,6.0,6,0.166,21657,13887.011201081094,14049.708602307319,0.939,0.5669469295094359,1757,Stable,1.623,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.868,55.9,63.2,43.9,42.1,468,Very High Risk,0,0,1
BRW-00631,34,M,Maharashtra,Self-Employed,3,505.07321413607576,0.11658382099117977,18.0,38.0,1,29,-2,0.233,1,1.0,6,0.094,143651,75044.34246145567,47752.5861581822,0.67,0.508990044146955,5240,Stable,1.457,0,,,0,1,29.0,1.0,1,1,1,Aadhaar,0.801,67.7,81.2,70.2,56.0,599,High Risk,1,861906,0
BRW-00632,43,M,Karnataka,Unbanked Rural,2,87.14813706488167,0.8180237343367407,,,1,35,14,0.483,0,,0,0.261,10314,3193.961413131144,4184.130814053971,0.968,0.22657978003733611,1853,Stable,3.079,0,,,0,0,,,1,1,1,Aadhaar,0.863,37.3,9.1,16.6,42.1,301,Very High Risk,0,0,1
BRW-00633,42,F,Gujarat,Gig Worker,2,279.354737706444,0.32891176433872293,25.0,29.0,2,37,7,0.239,0,,8,0.067,33840,32113.619254249137,17283.691620128473,0.831,0.457396415465301,26641,Growing,1.333,0,,,0,1,12.0,1.0,1,1,1,Aadhaar,0.819,68.6,43.6,55.2,56.1,551,High Risk,0,0,0
BRW-00634,43,F,Rajasthan,Gig Worker,2,411.411445330835,0.422599520038134,21.0,28.0,3,34,-1,0.099,0,,6,0.235,26324,23816.253935323606,14106.785585697455,0.734,0.9710573026365477,31932,Declining,1.16,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.901,61.9,65.9,63.4,42.3,529,High Risk,0,0,1
BRW-00635,49,M,Karnataka,Formal Salaried,4,298.8620750161219,0.11025793113620004,20.0,45.0,0,77,-7,0.049,0,,8,0.023,55247,56023.88991801153,38224.9398847711,0.67,1.1818862946019362,1161,Stable,1.092,1,46605.0,1.0,1,0,,,1,1,1,Aadhaar,0.998,82.5,71.7,96.8,78.6,785,Low Risk,1,1325928,0
BRW-00636,30,F,Bihar,Informal Salaried,3,171.56110958853893,0.4716756430268656,14.0,7.0,2,31,21,0.103,1,0.0,4,0.105,27558,17325.040210101783,11917.996837498726,0.78,0.6705390629632821,1508,Stable,1.699,0,,,0,0,,,1,1,1,Passport,0.887,58.3,43.3,38.1,42.2,414,Very High Risk,0,0,1
BRW-00637,47,F,Rajasthan,Gig Worker,2,173.29704042381988,0.15156859746753282,25.0,33.0,4,44,-3,0.238,1,1.0,6,0.176,34943,17972.989444991505,18844.325983996845,0.819,0.6629019268947796,16243,Growing,1.612,0,,,0,0,,,1,1,1,Aadhaar,0.912,72.0,81.1,53.2,42.4,576,High Risk,0,0,1
BRW-00638,30,M,UP,Informal Salaried,4,110.92752919003557,0.3861103715646142,13.0,19.0,4,13,-3,0.203,0,,8,0.151,16692,10002.865350114587,5660.070653282773,0.871,0.5889753853667703,6421,Stable,1.462,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.98,55.2,69.0,42.7,42.7,472,Very High Risk,0,0,0
BRW-00639,36,F,Gujarat,Informal Salaried,2,166.4167659392355,0.5363654553251467,22.0,6.0,6,24,13,0.336,0,,9,0.082,19218,12295.406456690162,9891.198504610096,0.813,0.6420196082662378,7147,Declining,1.669,0,,,0,1,10.0,1.0,1,1,1,PAN+Aadhaar,0.844,54.8,33.8,35.1,56.3,438,Very High Risk,0,0,1
BRW-00640,31,F,Bihar,Informal Salaried,3,117.5799966364894,0.2889880668472409,21.0,18.0,7,59,1,0.202,1,4.0,6,0.176,21746,16540.856593666034,11941.530039451654,0.805,0.8044059566759278,3944,Declining,1.529,1,16075.0,2.0,0,1,10.0,0.0,1,1,1,PAN+Aadhaar,0.792,69.1,78.2,47.7,81.7,669,Medium Risk,1,260952,0
BRW-00641,45,M,Tamil Nadu,Formal Salaried,4,285.23499795801627,0.20005110490511296,27.0,21.0,0,39,-2,0.127,0,,15,0.014,110908,137199.06215604502,57377.72168932533,0.568,0.8350985870075212,1070,Growing,0.986,1,93051.0,6.0,1,1,9.0,1.0,1,1,1,Aadhaar,0.821,85.2,80.1,91.9,99.0,826,Low Risk,1,2661792,1
BRW-00642,29,M,Delhi,Informal Salaried,4,348.27702848217353,0.315060222929216,17.0,8.0,4,34,8,0.139,1,-2.0,7,0.078,29617,16319.892532504364,8088.424416826216,0.702,0.5437077215670651,6462,Declining,1.503,0,,,0,0,,,1,0,1,Passport,0.851,67.7,57.1,42.7,33.4,429,Very High Risk,0,0,1
BRW-00643,45,F,Gujarat,Informal Salaried,2,297.2391023776378,0.4021858396250048,12.0,22.0,3,38,13,0.152,1,14.0,2,0.111,22631,18023.83406173812,13216.478951701585,0.832,0.4830644941951007,5384,Growing,1.364,1,19468.0,3.0,1,0,,,1,1,1,Aadhaar,0.911,53.5,37.5,50.6,80.9,551,High Risk,0,0,1
BRW-00644,37,F,Maharashtra,Informal Salaried,2,193.8836889565392,0.2853100466963834,18.0,9.0,6,43,2,0.202,0,,7,0.16,11472,9945.054705177083,6415.683074052354,0.804,0.6539804742433007,326,Stable,1.427,1,9809.0,1.0,1,0,,,1,1,1,Voter ID,0.751,59.2,59.5,44.3,77.1,597,High Risk,1,68832,0
BRW-00645,47,F,Karnataka,Formal Salaried,3,583.0102446572779,0.14620935977520869,22.0,52.0,1,52,2,0.073,1,3.0,14,0.048,56955,45423.02402575582,39276.63261997807,0.749,0.6089335484432291,1052,Declining,1.006,1,43583.0,2.0,1,0,,,1,1,1,PAN+Aadhaar,0.963,78.6,91.7,97.8,79.8,809,Low Risk,1,1366920,0
BRW-00646,48,M,Karnataka,Unbanked Rural,2,134.0814547319068,0.38229438870925264,,,1,4,-11,0.339,0,,1,0.343,9872,4542.020344487002,2072.305725796714,0.935,0.13901422455109258,1364,Declining,2.82,0,,,0,0,,,0,0,1,Aadhaar,0.769,33.0,49.4,8.7,21.5,300,Very High Risk,0,0,1
BRW-00647,25,Other,Bihar,Gig Worker,3,173.23716426142346,0.1574170625359024,19.0,46.0,1,24,6,0.248,1,13.0,4,0.238,42547,49494.631656016405,42393.58809263606,0.862,0.9512174324152269,29226,Declining,1.141,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.975,67.1,54.8,78.8,42.7,544,High Risk,0,0,0
BRW-00648,45,M,Rajasthan,Self-Employed,3,303.4367190522347,0.4280715055338263,20.0,16.0,0,21,-4,0.069,1,1.0,16,0.034,63341,85600.74426586069,27839.7635502143,0.569,0.5438090777432092,14671,Stable,1.128,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.987,65.1,98.8,85.5,42.8,631,Medium Risk,1,760092,0
BRW-00649,40,M,Rajasthan,Self-Employed,5,282.6037935176877,0.14491367863592272,26.0,24.0,2,26,6,0.12,1,-8.0,16,0.027,33691,23352.97925324143,18056.244137881775,0.847,0.8913004690910401,12991,Stable,1.509,0,,,0,1,17.0,0.0,1,1,0,Passport,0.286,82.7,76.7,56.9,35.9,534,High Risk,0,0,0
BRW-00650,57,F,Gujarat,Gig Worker,3,182.32227730262235,0.4746152162876649,27.0,45.0,3,16,2,0.264,1,7.0,1,0.162,19753,13176.939055346826,4454.667957233028,0.683,0.7524088097423931,10210,Declining,1.57,1,14311.0,4.0,1,1,21.0,1.0,1,1,1,Passport,0.952,65.4,61.3,40.4,96.9,672,Medium Risk,1,237036,0
BRW-00651,31,M,Delhi,Formal Salaried,4,436.3424139786995,0.23810276681152867,21.0,15.0,0,41,-4,0.029,1,4.0,21,0.015,31833,32643.98796671304,26252.800172097825,0.711,0.8901526128964882,2177,Stable,1.136,0,,,0,1,27.0,1.0,1,1,1,Aadhaar,0.785,78.3,99.5,76.2,55.9,678,Medium Risk,1,381996,0
BRW-00652,46,M,Maharashtra,Gig Worker,2,320.0793476975264,0.14857649965112127,23.0,23.0,5,18,5,0.287,0,,4,0.216,53696,51977.300963888025,30095.761623190298,0.741,0.8290834886579318,20444,Growing,1.198,0,,,0,0,,,0,0,0,Aadhaar,0.29624274726009503,58.3,40.0,82.3,22.4,413,Very High Risk,0,0,1
BRW-00653,39,M,Tamil Nadu,Gig Worker,4,259.2728552990523,0.21255245289890334,18.0,48.0,3,37,7,0.297,0,,2,0.184,23645,22493.568566831465,13116.305443205094,0.701,0.6696701943047044,33237,Stable,1.288,0,,,0,0,,,0,0,1,Aadhaar,0.801,71.9,27.9,53.1,21.7,415,Very High Risk,0,0,1
